10.14	0.00
10.16	0.00
10.17	0.00
10.18	0.00
10.19	0.00
10.20	0.00
10.21	0.00
10.22	0.00
10.23	0.00
10.24	0.00
10.25	0.00
10.26	0.00
10.27	0.00
10.28	0.00
10.29	0.00
10.30	0.00
10.31	0.00
10.32	0.00
10.33	0.00
10.34	0.00
10.35	0.00
10.36	0.00
10.37	0.00
10.38	0.00
10.39	0.00
10.40	0.00
10.41	0.00
10.42	0.00
10.43	0.00
10.44	0.00
10.45	0.00
10.46	0.00
10.47	0.00
10.48	0.00
10.49	0.00
10.50	0.00
10.51	0.00
10.52	0.00
10.53	0.00
10.54	0.00
10.55	0.00
10.56	0.00
10.57	0.00
10.58	0.00
10.59	0.00
10.60	0.00
10.61	0.00
10.62	0.00
10.63	0.00
10.64	0.00
10.65	0.00
10.66	0.00
10.67	0.00
10.68	0.00
10.69	0.00
10.70	0.00
10.71	0.00
10.72	0.00
10.73	0.00
10.74	0.00
10.75	0.00
10.76	0.00
10.77	0.00
10.78	0.00
10.79	0.00
10.80	0.00
10.81	0.00
10.82	0.00
10.83	0.00
10.84	0.00
10.86	0.00
10.87	0.00
10.88	0.00
10.89	0.00
10.90	0.00
10.91	0.00
10.92	0.00
10.93	0.00
10.94	0.00
10.95	0.00
10.96	0.00
10.97	0.00
10.98	0.00
10.99	0.00
11.00	0.00
11.01	0.00
11.02	0.00
11.03	0.00
11.04	0.00
11.05	0.00
11.06	0.00
11.07	0.00
11.08	0.00
11.09	0.00
11.10	0.00
11.11	0.00
11.12	0.00
11.13	0.00
11.14	0.00
11.15	0.00
11.16	0.00
11.17	0.00
11.18	0.00
11.19	0.00
11.20	0.00
11.21	0.00
11.22	0.00
11.23	0.00
11.24	0.00
11.25	0.00
11.26	0.00
11.27	0.00
11.28	0.00
11.29	0.00
11.30	0.00
11.31	0.00
11.32	0.00
11.33	0.00
11.34	0.00
11.35	0.00
11.36	0.00
11.37	0.00
11.38	0.00
11.39	0.00
11.40	0.00
11.41	0.00
11.42	0.00
11.43	0.00
11.44	0.00
11.45	0.00
11.46	0.00
11.47	0.00
11.48	0.00
11.49	0.00
11.50	0.00
11.51	0.00
11.52	0.00
11.53	0.00
11.54	0.00
11.56	0.00
11.57	0.00
11.58	0.00
11.59	0.00
11.60	0.00
11.61	0.00
11.62	0.00
11.63	0.00
11.64	0.00
11.65	0.00
11.66	0.00
11.67	0.00
11.68	0.00
11.69	0.00
11.70	0.00
11.71	0.00
11.72	0.00
11.73	0.00
11.74	0.00
11.75	0.00
11.76	0.00
11.77	0.00
11.78	0.00
11.79	0.00
11.80	0.00
11.81	0.00
11.82	0.00
11.83	0.00
11.84	0.00
11.85	0.00
11.86	0.00
11.87	0.00
11.88	0.00
11.89	0.00
11.90	0.00
11.91	0.00
11.92	0.00
11.93	0.00
11.94	0.00
11.95	0.00
11.96	0.00
11.97	0.00
11.98	0.00
11.99	0.00
12.00	0.00
12.01	0.00
12.02	0.00
12.03	0.00
12.04	0.00
12.05	0.00
12.06	0.00
12.07	0.00
12.08	0.00
12.09	0.00
12.10	0.00
12.11	0.00
12.12	0.00
12.13	0.00
12.14	0.00
12.15	0.00
12.16	0.00
12.17	0.00
12.18	0.00
12.19	0.00
12.20	0.00
12.21	0.00
12.22	0.00
12.23	0.00
12.24	0.00
12.26	0.00
12.27	0.00
12.28	0.00
12.29	0.00
12.30	0.00
12.31	0.00
12.32	0.00
12.33	0.00
12.34	0.00
12.35	0.00
12.36	0.00
12.37	0.00
12.38	0.00
12.39	0.00
12.40	0.00
12.41	0.00
12.42	0.00
12.43	0.00
12.44	0.00
12.45	0.00
12.46	0.00
12.47	0.00
12.48	0.00
12.49	0.00
12.50	0.00
12.51	0.00
12.52	0.00
12.53	0.00
12.54	0.00
12.55	0.00
12.56	0.00
12.57	0.00
12.58	0.00
12.59	0.00
12.60	0.00
12.61	0.00
12.62	0.00
12.63	0.00
12.64	0.00
12.65	0.00
12.66	0.00
12.67	0.00
12.68	0.00
12.69	0.00
12.70	0.00
12.71	0.00
12.72	0.00
12.73	0.00
12.74	0.00
12.75	0.00
12.76	0.00
12.77	0.00
12.78	0.00
12.79	0.00
12.80	0.00
12.81	0.00
12.82	0.00
12.83	0.00
12.84	0.00
12.85	0.00
12.86	0.00
12.87	0.00
12.88	0.00
12.89	0.00
12.90	0.00
12.91	0.00
12.92	0.00
12.93	0.00
12.94	0.00
12.96	0.00
12.97	0.00
12.98	0.00
12.99	0.00
13.00	0.00
13.01	0.00
13.02	0.00
13.03	0.00
13.04	0.00
13.05	0.00
13.06	0.00
13.07	0.00
13.08	0.00
13.09	0.00
13.10	0.00
13.11	0.00
13.12	0.00
13.13	0.00
13.14	0.00
13.15	0.00
13.16	0.00
13.17	0.00
13.18	0.00
13.19	0.00
13.20	0.00
13.21	0.00
13.22	0.00
13.23	0.00
13.24	0.00
13.25	0.00
13.26	0.00
13.27	0.00
13.28	0.00
13.29	0.00
13.30	0.00
13.31	0.00
13.32	0.00
13.33	0.00
13.34	0.00
13.35	0.00
13.36	0.00
13.37	0.00
13.38	0.00
13.39	0.00
13.40	0.00
13.41	0.00
13.42	0.00
13.43	0.00
13.44	0.00
13.45	0.00
13.46	0.00
13.47	0.00
13.48	0.00
13.49	0.00
13.50	0.00
13.51	0.00
13.52	0.00
13.53	0.00
13.54	0.00
13.55	0.00
13.56	0.00
13.57	0.00
13.58	0.00
13.59	0.00
13.60	0.00
13.61	0.00
13.62	0.00
13.63	0.00
13.64	0.00
13.66	0.00
13.67	0.00
13.68	0.00
13.69	0.00
13.70	0.00
13.71	0.00
13.72	0.00
13.73	0.00
13.74	0.00
13.75	0.00
13.76	0.00
13.77	0.00
13.78	0.00
13.79	0.00
13.80	0.00
13.81	0.00
13.82	0.00
13.83	0.00
13.84	0.00
13.85	0.00
13.86	0.00
13.87	0.00
13.88	0.00
13.89	0.00
13.90	0.00
13.91	0.00
13.92	0.00
13.93	0.00
13.94	0.00
13.95	0.00
13.96	0.00
13.97	0.00
13.98	0.00
13.99	0.00
14.00	0.00
14.01	0.00
14.02	0.00
14.03	0.00
14.04	0.00
14.05	0.00
14.06	0.00
14.07	0.00
14.08	0.00
14.09	0.00
14.10	0.00
14.11	0.00
14.12	0.00
14.13	0.00
14.14	0.00
14.15	0.00
14.16	0.00
14.17	0.00
14.18	0.00
14.19	0.00
14.20	0.00
14.21	0.00
14.22	0.00
14.23	0.00
14.24	0.00
14.25	0.00
14.26	0.00
14.27	0.00
14.28	0.00
14.29	0.00
14.30	0.00
14.31	0.00
14.32	0.00
14.33	0.00
14.34	0.00
14.36	0.00
14.37	0.00
14.38	0.00
14.39	0.00
14.40	0.00
14.41	0.00
14.42	0.00
14.43	0.00
14.44	0.00
14.45	0.00
14.46	0.00
14.47	0.00
14.48	0.00
14.49	0.00
14.50	0.00
14.51	0.00
14.52	0.00
14.53	0.00
14.54	0.00
14.55	0.00
14.56	0.00
14.57	0.00
14.58	0.00
14.59	0.00
14.60	0.00
14.61	0.00
14.62	0.00
14.63	0.00
14.64	0.00
14.65	0.00
14.66	0.00
14.67	0.00
14.68	0.00
14.69	0.00
14.70	0.00
14.71	0.00
14.72	0.00
14.73	0.00
14.74	0.00
14.75	0.00
14.76	0.00
14.77	0.00
14.78	0.00
14.79	0.00
14.80	0.00
14.81	0.00
14.82	0.00
14.83	0.00
14.84	0.00
14.85	0.00
14.86	0.00
14.87	0.00
14.88	0.00
14.89	0.00
14.90	0.00
14.91	0.00
14.92	0.00
14.93	0.00
14.94	0.00
14.95	0.00
14.96	0.00
14.97	0.00
14.98	0.00
14.99	0.00
